0.5	26,14158	14,70464	13.61540567	20.1863	0
1	13,68044	7,69525	7.125229833	10.8696	0
2.5	5,46332	3,07312	2.84548	4.3257	0
5	2,71748	1,52858	1.41535333	2.1505	0
10	1,36187	0,76605	0.7093071667	1.081	100
